# timestamp tx ty tz psi
0.0 -1.4 0.0 0.6 0
0.0050036077959662 -1.3999527792951896 0.007391899605895923 0.6001307189542483 0.0
0.0100072155919324 -1.39981112036618 0.01478330056792145 0.6002614379084966 0.0
0.015010823387898602 -1.3995750327690202 0.022173704275843774 0.6003921568627449 0.0
0.0200144311838648 -1.399244532429743 0.029562612186703016 0.6005228758169933 0.0
0.025018038979831 -1.3988196416432892 0.03694952585844298 0.6006535947712416 0.0
0.030021646775797203 -1.3983003890720058 0.04433394698353517 0.6007843137254899 0.0
0.0350252545717634 -1.39768680974371 0.05171537742259366 0.6009150326797382 0.0
0.0400288623677296 -1.3969789450493284 0.059093319237978684 0.6010457516339865 0.0
0.045032470163695805 -1.3961768427401031 0.06646727472738656 0.6011764705882349 0.0
0.050036077959662 -1.395280556924372 0.07383674645742382 0.6013071895424832 0.0
0.055039685755628204 -1.394290148063918 0.08120123729716301 0.6014379084967315 0.0
0.06004329355159441 -1.3932056829698902 0.08856025045167844 0.6015686274509798 0.0
0.06504690134756061 -1.392027234798297 0.09591328949555886 0.6016993464052282 0.0
0.0700505091435268 -1.390754883045072 0.10325985840639548 0.6018300653594765 0.0
0.075054116939493 -1.38938871354071 0.11059946159824272 0.6019607843137248 0.0
0.0800577247354592 -1.3879288184444782 0.11793160395504951 0.6020915032679731 0.0
0.08506133253142541 -1.3863752962381983 0.12525579086405889 0.6022222222222214 0.0
0.09006494032739161 -1.3847282517196042 0.13257152824917376 0.6023529411764698 0.0
0.0950685481233578 -1.3829877959952717 0.1398783226042862 0.6024836601307181 0.0
0.100072155919324 -1.3811540464731231 0.1471756810265685 0.6026143790849664 0.0
0.1050757637152902 -1.379227126854509 0.15446311124972367 0.6027450980392147 0.0
0.11007937151125641 -1.377207167125861 0.1617401216771925 0.602875816993463 0.0
0.11508297930722261 -1.375094303549925 0.1690062214153161 0.6030065359477114 0.0
0.12008658710318881 -1.3728886786565688 0.17626092030645027 0.6031372549019597 0.0
0.12509019489915502 -1.3705904412331662 0.18350372896203104 0.603267973856208 0.0
0.13009380269512122 -1.3681997463145619 0.19073415879558764 0.6033986928104563 0.0
0.1350974104910874 -1.3657167551726113 0.19795172205570177 0.6035294117647046 0.0
0.1401010182870536 -1.3631416353053027 0.20515593185891032 0.603660130718953 0.0
0.1451046260830198 -1.3604745604254578 0.21234630222254974 0.6037908496732013 0.0
0.150108233878986 -1.3577157104490132 0.21952234809753945 0.6039215686274496 0.0
0.1551118416749522 -1.3548652714828835 0.22668358540110228 0.6040522875816979 0.0
0.1601154494709184 -1.3519234358124075 0.23382953104942003 0.6041830065359463 0.0
0.1651190572668846 -1.3488904018883763 0.24095970299022113 0.6043137254901946 0.0
0.17012266506285081 -1.3457663743136463 0.24807362023529925 0.6044444444444429 0.0
0.17512627285881702 -1.3425515638293377 0.25517080289295974 0.6045751633986912 0.0
0.18012988065478322 -1.3392461873006172 0.26225077220039217 0.6047058823529395 0.0
0.18513348845074942 -1.3358504677020695 0.26931305055596694 0.6048366013071879 0.0
0.1901370962467156 -1.332364634102656 0.2763571615514534 0.6049673202614362 0.0
0.1951407040426818 -1.3287889216502617 0.28338263000415714 0.6050980392156845 0.0
0.200144311838648 -1.3251235715558323 0.2903889819889754 0.6052287581699328 0.0
0.2051479196346142 -1.3213688310771032 0.297375744870367 0.6053594771241811 0.0
